"grade","dimension","dim","code","statement","link","orig_dimension","orig_dim","code2"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-SSE.B.3a","Factor a quadratic expression to reveal the zeros of the function it defines.","http://corestandards.org/Math/Content/HSA/SSE/B/3/a/","Seeing Structure in Expressions","SSE","SSE.B.3a"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-SSE.B.3b","Complete the square in a quadratic expression to reveal the maximum or minimum value of the function it defines.","http://corestandards.org/Math/Content/HSA/SSE/B/3/b/","Seeing Structure in Expressions","SSE","SSE.B.3b"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-SSE.B.3c","Use the properties of exponents to transform expressions for exponential functions. <i>For example the expression 1.15<sup>t</sup> can be rewritten as (1.15<sup>1/12</sup>)<sup>12t</sup> &asymp; 1.012<sup>12t</sup> to reveal the approximate equivalent monthly interest rate if the annual rate is 15%</i>.","http://corestandards.org/Math/Content/HSA/SSE/B/3/c/","Seeing Structure in Expressions","SSE","SSE.B.3c"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSA-SSE.B.4","Derive the formula for the sum of a finite geometric series (when the common ratio is not 1), and use the formula to solve problems. <i>For example, calculate mortgage payments.</i><sup>*</sup>","http://corestandards.org/Math/Content/HSA/SSE/B/4/","Seeing Structure in Expressions","SSE","SSE.B.4"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSF-BF.A.1","Write a function that describes a relationship between two quantities.<sup>*</sup>","http://corestandards.org/Math/Content/HSF/BF/A/1/","Building Functions","BF","BF.A.1"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSF-BF.A.1a","Determine an explicit expression, a recursive process, or steps for calculation from a context.","http://corestandards.org/Math/Content/HSF/BF/A/1/a/","Building Functions","BF","BF.A.1a"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSF-BF.A.1b","Combine standard function types using arithmetic operations. <i>For example, build a function that models the temperature of a cooling body by adding a constant function to a decaying exponential, and relate these functions to the model</i>.","http://corestandards.org/Math/Content/HSF/BF/A/1/b/","Building Functions","BF","BF.A.1b"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSF-BF.A.1c","(+) Compose functions. <i>For example, if T(y) is the temperature in the atmosphere as a function of height, and h(t) is the height of a weather balloon as a function of time, then T(h(t)) is the temperature at the location of the weather balloon as a function of time</i>.","http://corestandards.org/Math/Content/HSF/BF/A/1/c/","Building Functions","BF","BF.A.1c"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSF-BF.A.2","Write arithmetic and geometric sequences both recursively and with an explicit formula, use them to model situations, and translate between the two forms.<sup>*</sup>","http://corestandards.org/Math/Content/HSF/BF/A/2/","Building Functions","BF","BF.A.2"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSF-BF.B.3","Identify the effect on the graph of replacing <i>f</i>(<i>x</i>) by <i>f</i>(<i>x</i>) + <i>k</i>,<i> k</i> <i>f</i>(<i>x</i>), <i>f</i>(<i>kx</i>), and <i>f</i>(<i>x</i> + <i>k</i>) for specific values of <i>k</i> (both positive and negative); find the value of <i>k</i> given the graphs. Experiment with cases and illustrate an explanation of the effects on the graph using technology. Include recognizing even and odd functions from their graphs and algebraic expressions for them.","http://corestandards.org/Math/Content/HSF/BF/B/3/","Building Functions","BF","BF.B.3"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSF-BF.B.4","Find inverse functions.","http://corestandards.org/Math/Content/HSF/BF/B/4/","Building Functions","BF","BF.B.4"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSF-BF.B.4a","Solve an equation of the form f(x) = c for a simple function f that has an inverse and write an expression for the inverse. <i>For example, f(x) =2 x<sup>3</sup> or f(x) = (x+1)/(x-1) for x &ne; 1</i>.","http://corestandards.org/Math/Content/HSF/BF/B/4/a/","Building Functions","BF","BF.B.4a"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSF-BF.B.4b","(+) Verify by composition that one function is the inverse of another.","http://corestandards.org/Math/Content/HSF/BF/B/4/b/","Building Functions","BF","BF.B.4b"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSF-BF.B.4c","(+) Read values of an inverse function from a graph or a table, given that the function has an inverse.","http://corestandards.org/Math/Content/HSF/BF/B/4/c/","Building Functions","BF","BF.B.4c"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSF-BF.B.4d","(+) Produce an invertible function from a non-invertible function by restricting the domain.","http://corestandards.org/Math/Content/HSF/BF/B/4/d/","Building Functions","BF","BF.B.4d"
"9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR","HSF-BF.B.5","(+) Understand the inverse relationship between exponents and logarithms and use this relationship to solve problems involving logarithms and exponents.","http://corestandards.org/Math/Content/HSF/BF/B/5/","Building Functions","BF","BF.B.5"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.A.1","Understand that a function from one set (called the domain) to another set (called the range) assigns to each element of the domain exactly one element of the range. If <i>f</i> is a function and <i>x</i> is an element of its domain, then <i>f</i>(<i>x</i>) denotes the output of <i>f</i> corresponding to the input <i>x</i>. The graph of <i>f</i> is the graph of the equation <i>y</i> = <i>f</i>(<i>x</i>).","http://corestandards.org/Math/Content/HSF/IF/A/1/","Interpreting Functions","IF","IF.A.1"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.A.2","Use function notation, evaluate functions for inputs in their domains, and interpret statements that use function notation in terms of a context.","http://corestandards.org/Math/Content/HSF/IF/A/2/","Interpreting Functions","IF","IF.A.2"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.A.3","Recognize that sequences are functions, sometimes defined recursively, whose domain is a subset of the integers. <i>For example, the Fibonacci sequence is defined recursively by f(0) = f(1) = 1, f(n+1) = f(n) + f(n-1) for n &ge; 1</i>.","http://corestandards.org/Math/Content/HSF/IF/A/3/","Interpreting Functions","IF","IF.A.3"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.B.4","For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. <i>Key features include: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity</i>.<sup>*</sup>","http://corestandards.org/Math/Content/HSF/IF/B/4/","Interpreting Functions","IF","IF.B.4"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.B.5","Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes. <i>For example, if the function h(n) gives the number of person-hours it takes to assemble n engines in a factory, then the positive integers would be an appropriate domain for the function.</i><sup>*</sup>","http://corestandards.org/Math/Content/HSF/IF/B/5/","Interpreting Functions","IF","IF.B.5"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.B.6","Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.<sup>*</sup>","http://corestandards.org/Math/Content/HSF/IF/B/6/","Interpreting Functions","IF","IF.B.6"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.C.7","Graph functions expressed symbolically and show key features of the graph, by hand in simple cases and using technology for more complicated cases.<sup>*</sup>","http://corestandards.org/Math/Content/HSF/IF/C/7/","Interpreting Functions","IF","IF.C.7"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.C.7a","Graph linear and quadratic functions and show intercepts, maxima, and minima.","http://corestandards.org/Math/Content/HSF/IF/C/7/a/","Interpreting Functions","IF","IF.C.7a"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.C.7b","Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.","http://corestandards.org/Math/Content/HSF/IF/C/7/b/","Interpreting Functions","IF","IF.C.7b"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.C.7c","Graph polynomial functions, identifying zeros when suitable factorizations are available, and showing end behavior.","http://corestandards.org/Math/Content/HSF/IF/C/7/c/","Interpreting Functions","IF","IF.C.7c"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.C.7d","(+) Graph rational functions, identifying zeros and asymptotes when suitable factorizations are available, and showing end behavior.","http://corestandards.org/Math/Content/HSF/IF/C/7/d/","Interpreting Functions","IF","IF.C.7d"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.C.7e","Graph exponential and logarithmic functions, showing intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude.","http://corestandards.org/Math/Content/HSF/IF/C/7/e/","Interpreting Functions","IF","IF.C.7e"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.C.8","Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.","http://corestandards.org/Math/Content/HSF/IF/C/8/","Interpreting Functions","IF","IF.C.8"
"9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT","HSF-IF.C.8a","Use the process of factoring and completing the square in a quadratic function to show zeros, extreme values, and symmetry of the graph, and interpret these in terms of a context.","http://corestandards.org/Math/Content/HSF/IF/C/8/a/","Interpreting Functions","IF","IF.C.8a"
