"grade","dimension","dim","code","statement","link","orig_dimension","orig_dim"
"01","Language, Speaking & Listening","LS&L","SL.1.2","Ask and answer questions about key details in a text read aloud or information presented orally or through other media.","http://corestandards.org/ELA-Literacy/SL/1/2/","Speaking & Listening","SL"
"01","Language, Speaking & Listening","LS&L","SL.1.3","Ask and answer questions about what a speaker says in order to gather additional information or clarify something that is not understood.","http://corestandards.org/ELA-Literacy/SL/1/3/","Speaking & Listening","SL"
"01","Language, Speaking & Listening","LS&L","SL.1.4","Describe people, places, things, and events with relevant details, expressing ideas and feelings clearly.","http://corestandards.org/ELA-Literacy/SL/1/4/","Speaking & Listening","SL"
"01","Language, Speaking & Listening","LS&L","SL.1.5","Add drawings or other visual displays to descriptions when appropriate to clarify ideas, thoughts, and feelings.","http://corestandards.org/ELA-Literacy/SL/1/5/","Speaking & Listening","SL"
"01","Language, Speaking & Listening","LS&L","SL.1.6","Produce complete sentences when appropriate to task and situation. (See grade 1 Language standards 1 and 3 [link to=""CCSS.ELA-Literacy.L.1""]here[/link] for specific expectations.)","http://corestandards.org/ELA-Literacy/SL/1/6/","Speaking & Listening","SL"
"02","Language, Speaking & Listening","LS&L","SL.2.1","Participate in collaborative conversations with diverse partners about <i>grade 2 topics and texts</i> with peers and adults in small and larger groups.","http://corestandards.org/ELA-Literacy/SL/2/1/","Speaking & Listening","SL"
"02","Language, Speaking & Listening","LS&L","SL.2.1a","Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).","http://corestandards.org/ELA-Literacy/SL/2/1/a/","Speaking & Listening","SL"
"02","Language, Speaking & Listening","LS&L","SL.2.1b","Build on others' talk in conversations by linking their comments to the remarks of others.","http://corestandards.org/ELA-Literacy/SL/2/1/b/","Speaking & Listening","SL"
"02","Language, Speaking & Listening","LS&L","SL.2.1c","Ask for clarification and further explanation as needed about the topics and texts under discussion.","http://corestandards.org/ELA-Literacy/SL/2/1/c/","Speaking & Listening","SL"
"02","Language, Speaking & Listening","LS&L","SL.2.2","Recount or describe key ideas or details from a text read aloud or information presented orally or through other media.","http://corestandards.org/ELA-Literacy/SL/2/2/","Speaking & Listening","SL"
"02","Language, Speaking & Listening","LS&L","SL.2.3","Ask and answer questions about what a speaker says in order to clarify comprehension, gather additional information, or deepen understanding of a topic or issue.","http://corestandards.org/ELA-Literacy/SL/2/3/","Speaking & Listening","SL"
"02","Language, Speaking & Listening","LS&L","SL.2.4","Tell a story or recount an experience with appropriate facts and relevant, descriptive details, speaking audibly in coherent sentences.","http://corestandards.org/ELA-Literacy/SL/2/4/","Speaking & Listening","SL"
"02","Language, Speaking & Listening","LS&L","SL.2.5","Create audio recordings of stories or poems; add drawings or other visual displays to stories or recounts of experiences when appropriate to clarify ideas, thoughts, and feelings.","http://corestandards.org/ELA-Literacy/SL/2/5/","Speaking & Listening","SL"
"02","Language, Speaking & Listening","LS&L","SL.2.6","Produce complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 2 Language standards 1 and 3 [link to=""CCSS.ELA-Literacy.L.2""]here[/link] for specific expectations.)","http://corestandards.org/ELA-Literacy/SL/2/6/","Speaking & Listening","SL"
"03","Language, Speaking & Listening","LS&L","SL.3.1","Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on <i>grade 3 topics and texts</i>, building on others' ideas and expressing their own clearly.","http://corestandards.org/ELA-Literacy/SL/3/1/","Speaking & Listening","SL"
"03","Language, Speaking & Listening","LS&L","SL.3.1a","Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.","http://corestandards.org/ELA-Literacy/SL/3/1/a/","Speaking & Listening","SL"
"03","Language, Speaking & Listening","LS&L","SL.3.1b","Follow agreed-upon rules for discussions (e.g., gaining the floor in respectful ways, listening to others with care, speaking one at a time about the topics and texts under discussion).","http://corestandards.org/ELA-Literacy/SL/3/1/b/","Speaking & Listening","SL"
"03","Language, Speaking & Listening","LS&L","SL.3.1c","Ask questions to check understanding of information presented, stay on topic, and link their comments to the remarks of others.","http://corestandards.org/ELA-Literacy/SL/3/1/c/","Speaking & Listening","SL"
"03","Language, Speaking & Listening","LS&L","SL.3.1d","Explain their own ideas and understanding in light of the discussion.","http://corestandards.org/ELA-Literacy/SL/3/1/d/","Speaking & Listening","SL"
"03","Language, Speaking & Listening","LS&L","SL.3.2","Determine the main ideas and supporting details of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.","http://corestandards.org/ELA-Literacy/SL/3/2/","Speaking & Listening","SL"
"03","Language, Speaking & Listening","LS&L","SL.3.3","Ask and answer questions about information from a speaker, offering appropriate elaboration and detail.","http://corestandards.org/ELA-Literacy/SL/3/3/","Speaking & Listening","SL"
"03","Language, Speaking & Listening","LS&L","SL.3.4","Report on a topic or text, tell a story, or recount an experience with appropriate facts and relevant, descriptive details, speaking clearly at an understandable pace.","http://corestandards.org/ELA-Literacy/SL/3/4/","Speaking & Listening","SL"
"03","Language, Speaking & Listening","LS&L","SL.3.5","Create engaging audio recordings of stories or poems that demonstrate fluid reading at an understandable pace; add visual displays when appropriate to emphasize or enhance certain facts or details.","http://corestandards.org/ELA-Literacy/SL/3/5/","Speaking & Listening","SL"
"03","Language, Speaking & Listening","LS&L","SL.3.6","Speak in complete sentences when appropriate to task and situation in order to provide requested detail or clarification. (See grade 3 Language standards 1 and 3 [link to=""CCSS.ELA-Literacy.L.3""]here[/link] for specific expectations.)","http://corestandards.org/ELA-Literacy/SL/3/6/","Speaking & Listening","SL"
"04","Language, Speaking & Listening","LS&L","SL.4.1","Engage effectively in a range of collaborative discussions (one-on-one, in groups, and teacher-led) with diverse partners on <em>grade 4 topics and texts</em>, building on others' ideas and expressing their own clearly.","http://corestandards.org/ELA-Literacy/SL/4/1/","Speaking & Listening","SL"
"04","Language, Speaking & Listening","LS&L","SL.4.1a","Come to discussions prepared, having read or studied required material; explicitly draw on that preparation and other information known about the topic to explore ideas under discussion.","http://corestandards.org/ELA-Literacy/SL/4/1/a/","Speaking & Listening","SL"
"04","Language, Speaking & Listening","LS&L","SL.4.1b","Follow agreed-upon rules for discussions and carry out assigned roles.","http://corestandards.org/ELA-Literacy/SL/4/1/b/","Speaking & Listening","SL"
"04","Language, Speaking & Listening","LS&L","SL.4.1c","Pose and respond to specific questions to clarify or follow up on information, and make comments that contribute to the discussion and link to the remarks of others.","http://corestandards.org/ELA-Literacy/SL/4/1/c/","Speaking & Listening","SL"
"04","Language, Speaking & Listening","LS&L","SL.4.1d","Review the key ideas expressed and explain their own ideas and understanding in light of the discussion.","http://corestandards.org/ELA-Literacy/SL/4/1/d/","Speaking & Listening","SL"
"04","Language, Speaking & Listening","LS&L","SL.4.2","Paraphrase portions of a text read aloud or information presented in diverse media and formats, including visually, quantitatively, and orally.","http://corestandards.org/ELA-Literacy/SL/4/2/","Speaking & Listening","SL"
"04","Language, Speaking & Listening","LS&L","SL.4.3","Identify the reasons and evidence a speaker provides to support particular points.","http://corestandards.org/ELA-Literacy/SL/4/3/","Speaking & Listening","SL"
"04","Language, Speaking & Listening","LS&L","SL.4.4","Report on a topic or text, tell a story, or recount an experience in an organized manner, using appropriate facts and relevant, descriptive details to support main ideas or themes; speak clearly at an understandable pace.","http://corestandards.org/ELA-Literacy/SL/4/4/","Speaking & Listening","SL"
"04","Language, Speaking & Listening","LS&L","SL.4.5","Add audio recordings and visual displays to presentations when appropriate to enhance the development of main ideas or themes.","http://corestandards.org/ELA-Literacy/SL/4/5/","Speaking & Listening","SL"
