"subject","framework","grade","dimension","dim","subcategory","code","statement","orig_dimension","orig_dim","link","code2","subcat","PEcode","performanceExpectation","clarifyingStatement","assessmentBoundary","goal"
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.D.10","(+) Prove the Laws of Sines and Cosines and use them to solve problems.","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/D/10/","SRT.D.10",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Algebra, Geometry, Trig, Calculus & Higher Level Thinking","AGTC&HLT",NA,"HSG-SRT.D.11","(+) Understand and apply the Law of Sines and the Law of Cosines to find unknown measurements in right and non-right triangles (e.g., surveying problems, resultant forces).","Similarity, Right Triangles & Trig","SRT","http://corestandards.org/Math/Content/HSG/SRT/D/11/","SRT.D.11",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-CN.A.1","Know there is a complex number <i>i</i> such that <i>i</i><sup>2</sup> = -1, and every complex number has the form <i>a + bi</i> with <i>a</i> and <i>b</i> real.","Complex Numbers","CN","http://corestandards.org/Math/Content/HSN/CN/A/1/","CN.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-CN.A.2","Use the relation <i>i</i><sup>2</sup> = -1 and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers.","Complex Numbers","CN","http://corestandards.org/Math/Content/HSN/CN/A/2/","CN.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-CN.A.3","(+) Find the conjugate of a complex number; use conjugates to find moduli and quotients of complex numbers.","Complex Numbers","CN","http://corestandards.org/Math/Content/HSN/CN/A/3/","CN.A.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-CN.B.4","(+) Represent complex numbers on the complex plane in rectangular and polar form (including real and imaginary numbers), and explain why the rectangular and polar forms of a given complex number represent the same number.","Complex Numbers","CN","http://corestandards.org/Math/Content/HSN/CN/B/4/","CN.B.4",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-CN.B.5","(+) Represent addition, subtraction, multiplication, and conjugation of complex numbers geometrically on the complex plane; use properties of this representation for computation. <i>For example, (-1 + &radic;3 i)<sup>3</sup> = 8 because (-1 + &radic;3 i) has modulus 2 and argument 120&deg;.</i>","Complex Numbers","CN","http://corestandards.org/Math/Content/HSN/CN/B/5/","CN.B.5",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-CN.B.6","(+) Calculate the distance between numbers in the complex plane as the modulus of the difference, and the midpoint of a segment as the average of the numbers at its endpoints.","Complex Numbers","CN","http://corestandards.org/Math/Content/HSN/CN/B/6/","CN.B.6",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-CN.C.7","Solve quadratic equations with real coefficients that have complex solutions.","Complex Numbers","CN","http://corestandards.org/Math/Content/HSN/CN/C/7/","CN.C.7",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-CN.C.8","(+) Extend polynomial identities to the complex numbers. <i>For example, rewrite x<sup>2</sup> + 4 as (x + 2i)(x - 2i)</i>.","Complex Numbers","CN","http://corestandards.org/Math/Content/HSN/CN/C/8/","CN.C.8",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-CN.C.9","(+) Know the Fundamental Theorem of Algebra; show that it is true for quadratic polynomials.","Complex Numbers","CN","http://corestandards.org/Math/Content/HSN/CN/C/9/","CN.C.9",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-Q.A.1","Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.","Quantities","Q","http://corestandards.org/Math/Content/HSN/Q/A/1/","Q.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-Q.A.2","Define appropriate quantities for the purpose of descriptive modeling.","Quantities","Q","http://corestandards.org/Math/Content/HSN/Q/A/2/","Q.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-Q.A.3","Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.","Quantities","Q","http://corestandards.org/Math/Content/HSN/Q/A/3/","Q.A.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-RN.A.1","Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents. <i>For example, we define 5<sup>1/3</sup> to be the cube root of 5 because we want (5<sup>1/3</sup>)<sup>3</sup> = 5<sup>(1/3)3</sup> to hold, so (5<sup>1/3</sup>)<sup>3</sup> must equal 5</i>.","Real Numbers","RN","http://corestandards.org/Math/Content/HSN/RN/A/1/","RN.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-RN.A.2","Rewrite expressions involving radicals and rational exponents using the properties of exponents.","Real Numbers","RN","http://corestandards.org/Math/Content/HSN/RN/A/2/","RN.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-RN.B.3","Explain why the sum or product of two rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational.","Real Numbers","RN","http://corestandards.org/Math/Content/HSN/RN/B/3/","RN.B.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.A.1","(+) Recognize vector quantities as having both magnitude and direction. Represent vector quantities by directed line segments, and use appropriate symbols for vectors and their magnitudes (e.g., <b><i>v</i></b>, |<b><i>v</i></b>|, ||<b><i>v</i></b>||, <i>v</i>).","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/A/1/","VM.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.A.2","(+) Find the components of a vector by subtracting the coordinates of an initial point from the coordinates of a terminal point.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/A/2/","VM.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.A.3","(+) Solve problems involving velocity and other quantities that can be represented by vectors.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/A/3/","VM.A.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.B.4","(+) Add and subtract vectors.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/B/4/","VM.B.4",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.B.4a","Add vectors end-to-end, component-wise, and by the parallelogram rule. Understand that the magnitude of a sum of two vectors is typically not the sum of the magnitudes.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/B/4/a/","VM.B.4a",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.B.4b","Given two vectors in magnitude and direction form, determine the magnitude and direction of their sum.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/B/4/b/","VM.B.4b",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.B.4c","Understand vector subtraction <b><i>v</i></b> - <b><i>w</i></b> as <b><i>v</i></b> + (-<b><i>w</i></b>), where -<b><i>w</i></b> is the additive inverse of <b><i>w</i></b>, with the same magnitude as <b><i>w</i></b> and pointing in the opposite direction. Represent vector subtraction graphically by connecting the tips in the appropriate order, and perform vector subtraction component-wise.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/B/4/c/","VM.B.4c",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.B.5","(+) Multiply a vector by a scalar.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/B/5/","VM.B.5",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.B.5a","Represent scalar multiplication graphically by scaling vectors and possibly reversing their direction; perform scalar multiplication component-wise, e.g., as <i>c</i>(<i>v</i><sub><i>x</i></sub>, <i>v</i><sub><i>y</i></sub>) = (<i>cv</i><sub><i>x</i></sub>, <i>cv</i><sub><i>y</i></sub>).","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/B/5/a/","VM.B.5a",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.B.5b","Compute the magnitude of a scalar multiple <i>c</i><b><i>v</i></b> using ||<i>c</i><b><i>v</i></b>|| = |<i>c</i>|<b><i>v</i></b>. Compute the direction of <i>c</i><b><i>v</i></b> knowing that when |<i>c</i>|<b><i>v</i></b> &ne; 0, the direction of <i>c</i><b><i>v</i></b> is either along <b><i>v</i></b> (for <i>c</i> &gt; 0) or against <b><i>v</i></b> (for <i>c</i> &lt; 0).","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/B/5/b/","VM.B.5b",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.C.6","(+) Use matrices to represent and manipulate data, e.g., to represent payoffs or incidence relationships in a network.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/C/6/","VM.C.6",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.C.7","(+) Multiply matrices by scalars to produce new matrices, e.g., as when all of the payoffs in a game are doubled.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/C/7/","VM.C.7",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.C.8","(+) Add, subtract, and multiply matrices of appropriate dimensions.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/C/8/","VM.C.8",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.C.9","(+) Understand that, unlike multiplication of numbers, matrix multiplication for square matrices is not a commutative operation, but still satisfies the associative and distributive properties.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/C/9/","VM.C.9",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.C.10","(+) Understand that the zero and identity matrices play a role in matrix addition and multiplication similar to the role of 0 and 1 in the real numbers. The determinant of a square matrix is nonzero if and only if the matrix has a multiplicative inverse.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/C/10/","VM.C.10",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.C.11","(+) Multiply a vector (regarded as a matrix with one column) by a matrix of suitable dimensions to produce another vector. Work with matrices as transformations of vectors.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/C/11/","VM.C.11",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Number Systems, Operations & Abstract Representation","NSO&AR",NA,"HSN-VM.C.12","(+) Work with 2 &times; 2 matrices as a transformations of the plane, and interpret the absolute value of the determinant in terms of area.","Vector & Matrix Quantities","VM","http://corestandards.org/Math/Content/HSN/VM/C/12/","VM.C.12",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S",NA,"HSS-CP.A.1","Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (""or,"" ""and,"" ""not"").","Conditional Probability","CP","http://corestandards.org/Math/Content/HSS/CP/A/1/","CP.A.1",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S",NA,"HSS-CP.A.2","Understand that two events <i>A</i> and <i>B</i> are independent if the probability of <i>A</i> and <i>B</i> occurring together is the product of their probabilities, and use this characterization to determine if they are independent.","Conditional Probability","CP","http://corestandards.org/Math/Content/HSS/CP/A/2/","CP.A.2",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S",NA,"HSS-CP.A.3","Understand the conditional probability of <i>A</i> given <i>B</i> as <i>P</i>(<i>A</i> and <i>B</i>)/<i>P</i>(<i>B</i>), and interpret independence of <i>A</i> and <i>B</i> as saying that the conditional probability of <i>A</i> given <i>B</i> is the same as the probability of <i>A</i>, and the conditional probability of <i>B</i> given <i>A</i> is the same as the probability of <i>B</i>.","Conditional Probability","CP","http://corestandards.org/Math/Content/HSS/CP/A/3/","CP.A.3",NA,NA,NA,NA,NA,NA
"Math","Common Core Math","9,10,11,12","Measurement, Data, Probability & Statistics","MDP&S",NA,"HSS-CP.A.4","Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities. <i>For example, collect data from a random sample of students in your school on their favorite subject among math, science, and English. Estimate the probability that a randomly selected student from your school will favor science given that the student is in tenth grade. Do the same for other subjects and compare the results.</i>","Conditional Probability","CP","http://corestandards.org/Math/Content/HSS/CP/A/4/","CP.A.4",NA,NA,NA,NA,NA,NA
